fabricante	Marca	Algoritmo Marca Propia	Est Mer 6 Descripcion	EST_MER_6_CODIGO	Est Mer 7 Descripcion	Est Mer Codigo	Imp venta últ 24 meses	Qtd Sku	
PHARLAB	PHARLAB	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	138.081	1	a
RAINHA NUTRACEUTICO	BODYACTION RAI	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	137.778	1	a
OCEAN DROP	OCEAN DROP	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	137.751	1	a
RAIA DROGASIL SA	MASSIME RDF	MARCA PROPIA	A11B POLIVITAMINICOS PUROS	.3.12.2.11.2	A11B4 OUTROS POLIVITAMINICOS PUROS	.3.12.2.11.2.4	136.487	1	a
ASSIFARMA	TRIANE	MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	136.298	2	a
MAXINUTRI	MAXINUTRI MAX	NAO E MARCA PROPIA	A11D VITAMINA B1 E ASSOCIACOES	.3.12.2.11.4	A11D4 VITAMINA B1 ASSOC VIT B6 OU B12	.3.12.2.11.4.2	135.078	1	a
AIRELA PHARMACEUTICA	ABCLER AIR	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	133.841	3	a
ECOFITUS	CENTROSUPRA CALCIO ECF	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	132.963	1	a
PREVENT PHARMA	BIOENERGIN	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	132.861	1	a
KATIGUA	FLORATOX KAT	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	132.734	2	a
LA SAN DAY	NATUSDAY	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	131.584	1	a
SIN PROVEEDOR ASOCIADO	VITASANUS	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	130.243	1	a
CIFARMA	EUPEPT CIF	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	129.854	1	a
UNIFABRA	BEMVITA	MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G2 VITAMINA C ASSOCIADA	.3.12.2.11.7.2	127.524	2	a
PHARMASCIENCE	POLYDRAT	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	127.219	1	a
GEOLAB	SIMETICONA GEO	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	126.942	1	a
KRESS FARMACEUTICA	DEFIXA	NAO E MARCA PROPIA	A11C VITAMINA A D INCLUINDO ASSOCIACOES DAS DUAS	.3.12.2.11.3	A11C2 VITAMINA D PURA	.3.12.2.11.3.2	126.829	1	a
OUTRO FABRICANTE	CALCIUM MAGNES+ZINCO VGO	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	126.717	1	a
CATARINENSE PHARMA	SUPRACORP CAT	NAO E MARCA PROPIA	A11A POLIVITAMINICOS COM MINERAIS	.3.12.2.11.1	A11A4 OUTROS POLIVIT COM MINERAIS	.3.12.2.11.1.4	126.658	1	a
OUTRO FABRICANTE	ULTRASUPRY	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	126.466	1	a
FORHEALTH NUTRICIONAL	VITNUTRY FRH	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	125.956	1	a
OUTRO FABRICANTE	TRAYENTA BOE	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N3 INIB DPP IV E BIGUANIDAS COMB A DIABETICOS	.3.12.2.10.8.2	125.586	1	a
AIRELA PHARMACEUTICA	AIRELA AIR	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	125.277	1	a
HERTZ FARMACEUTICA	SUPRAVIT	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	124.281	3	a
FIGARO	FLACONETE FIG	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	124.171	1	a
NESTLE CIA	VITALPROTEINS	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	122.924	1	a
CIMED	RESSALIV CIM	NAO E MARCA PROPIA	A03D ASSOCIACOES COM ANALGESICOS	.3.12.2.3.2	A03D ASSOCIACOES COM ANALGESICOS	.3.12.2.3.2.1	122.714	1	a
MAXINUTRI	MAXINUTRI MAX	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	120.845	1	a
MERCK	CLOR DE METFORMINA MER	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J1 BIGUANIDA SOLA A DIABETICOS	.3.12.2.10.4.1	120.743	3	a
MARIANO FARMACIAS	FIGAMAR	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	120.725	1	a
OUTRO FABRICANTE	ULTRASUPRY	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	120.556	1	a
FLORISMEL	MEL FLORADA	NAO E MARCA PROPIA	A16A OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METAB	.3.12.2.16.1	A16A OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METAB	.3.12.2.16.1.1	120.211	1	a
LIBBS FARMACEUTICA	MUVINLAX LIB	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A4 ENEMAS	.3.12.2.6.1.4	120.015	1	a
SOLARIS PHARMA	SOLARIS	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	119.249	1	a
SUPERVITAN	SUPERVITAN	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	117.552	2	a
OUTRO FABRICANTE	CHILLI BEANS	NAO E MARCA PROPIA	A16A OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METAB	.3.12.2.16.1	A16A OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METAB	.3.12.2.16.1.1	116.979	2	a
EUROFITO	EUROFITO EUF	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	116.312	1	a
NOVO NORDISK	LEVEMIR NND	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C5 INSULINAS HUMANAS+ANALOGAS ACAO PROLONGADA	.3.12.2.10.1.4	115.439	2	a
AIRELA PHARMACEUTICA	LEFLORA AIR	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	114.297	1	a
FORHEALTH NUTRICIONAL	SUPREFORCE	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	114.288	1	a
BELFAR	OLEO MINERAL BEL	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	113.585	2	a
ARTE NATIVA	OSSOVIT ART	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	111.804	1	a
ACHE LABORATORIOS FARMACEUTICOS SA	OMEPRAMIX ACH	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	109.104	2	a
HYPERA PHARMA	GASTROL HYP	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A4 ANTIACIDOS COM ANTIFISETICOS	.3.12.2.2.1.3	108.909	2	a
NUTRIEX	POLIMAIS NTX	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	108.876	1	a
MEDINAL	MAGNESIO DIMALATO	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	108.384	2	a
SANOFI FARMACEUTICA LTDA	SIMETICONA SNF	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	108.312	1	a
IMEC FARMACEUTICA	GASIMEC IME	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	105.896	1	a
CIMED	EPATIVAN CIM	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	105.887	4	a
OUTRO FABRICANTE	ULTRASUPRY	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G2 VITAMINA C ASSOCIADA	.3.12.2.11.7.2	105.866	1	a
EMS PHARMA	NORMOLAX EMS	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	101.297	2	a
ACHE LABORATORIOS FARMACEUTICOS SA	VIDAP	NAO E MARCA PROPIA	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	.3.12.2.10.9	A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES	.3.12.2.10.9.1	101.225	1	a
HEALTH LABS	MAGSETE	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	100.957	1	a
HYPERA PHARMA	GASTROL HYP	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	99.866	1	a
PREVENT PHARMA	REUMATRITE PRE	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	98.657	1	a
VALEANT FARMACEUTICA	BEDOZIL	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	97.807	2	a
HERBARIUM	SENE HERBARIUM HER	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	97.704	1	a
AIRELA PHARMACEUTICA	SIMETICONA AIR	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	97.597	1	a
NATUS FARMA	OTTIMA VITTA	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	97.072	2	a
GEOLAB	GEOLAB GEO	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J1 BIGUANIDA SOLA A DIABETICOS	.3.12.2.10.4.1	96.759	1	a
AROMA BEM ESTAR IND E COM DE PROD NATURAIS	FIGON	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	96.420	1	a
UNIFABRA	BEMVITA	MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	95.508	2	a
BIOLAB	BIOLAB	NAO E MARCA PROPIA	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	.3.12.2.10.9	A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES	.3.12.2.10.9.1	95.379	1	a
ENGARRAF. BEBIDAS M.J.	LEGGER	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	95.313	2	a
KRESS FARMACEUTICA	KRESS KRE	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	94.984	1	a
LABORATORIO GLOBO	DIGLUSS GLO	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	94.828	2	a
BOEHRINGER INGELHEIM	TRAYENTA BOE	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N3 INIB DPP IV E BIGUANIDAS COMB A DIABETICOS	.3.12.2.10.8.2	94.093	1	a
DOVALLE	POLICALCIO DOV	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	93.920	2	a
QUALYNUTRI	QUALYNUTRI	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	93.714	2	a
BLAU FARMACEUTICA	PANTOPRAZOL BLA	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	93.378	2	a
FORHEALTH NUTRICIONAL	SUPERVITTA	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	92.388	1	a
HYPERA PHARMA	LIPOXEN NEO	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	92.224	2	a
AIRELA PHARMACEUTICA	SILYDUZ	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	92.133	1	a
HERBAMED	AMARGOMIX HMD	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	91.603	1	a
GOMES SUPLEMENTOS ALIMENTARES LTDA	CITROCAL	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	91.330	1	a
PHARLAB	ONADYV PHA	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	90.983	2	a
OUTRO FABRICANTE	BARIATRIC FUSION	NAO E MARCA PROPIA	A11A POLIVITAMINICOS COM MINERAIS	.3.12.2.11.1	A11A4 OUTROS POLIVIT COM MINERAIS	.3.12.2.11.1.4	90.931	2	a
EMS PHARMA	Por Defecto	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	90.922	1	a
OUTRO FABRICANTE	CREON	NAO E MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	90.551	1	a
HYPERA PHARMA	NUJOL HYP	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	89.349	2	a
AIRELA PHARMACEUTICA	CALCIOPREVIX AIE	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	89.335	2	a
CATARINENSE PHARMA	AUGEVIT	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	89.188	1	a
NATUS FARMA	OPTIMUM VITTA	NAO E MARCA PROPIA	A11E COMPLEXO B	.3.12.2.11.5	A11E1 COMPLEXO B PURO	.3.12.2.11.5.1	88.894	1	a
BIOLAB	DEGEN BIO	NAO E MARCA PROPIA	A11C VITAMINA A D INCLUINDO ASSOCIACOES DAS DUAS	.3.12.2.11.3	A11C2 VITAMINA D PURA	.3.12.2.11.3.2	88.382	1	a
ALTHAIA	EQUALIV ALT	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	87.948	5	a
FARMACIAS ASSOCIAD	SANTO HABITO	MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	87.759	1	a
PROWIN	PROWIN	NAO E MARCA PROPIA	A11B POLIVITAMINICOS PUROS	.3.12.2.11.2	A11B4 OUTROS POLIVITAMINICOS PUROS	.3.12.2.11.2.4	87.628	1	a
PREVENT PHARMA	CEKLIN	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	87.216	1	a
MERCOFARMA	OSSCALCIO MEC	NAO E MARCA PROPIA	A11A POLIVITAMINICOS COM MINERAIS	.3.12.2.11.1	A11A4 OUTROS POLIVIT COM MINERAIS	.3.12.2.11.1.4	86.795	1	a
CIMED	LEITEDEMAGNESIA CIM	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	86.212	1	a
OUTRO FABRICANTE	MAX ERVAS	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	85.999	1	a
ACHE LABORATORIOS FARMACEUTICOS SA	ARTROGEN PLUS	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	84.718	1	a
NEOPURE	NEOPURE	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	84.432	2	a
BIONATUS	ORTHO PRO BNU	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	83.781	1	a
DROGARIA GLOBO	MEGA DAY	MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	82.738	2	a
KRESS FARMACEUTICA	ADVITIL KRE	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	82.553	1	a
UNIAO QUIMICA	BIO 5	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A3 INCREMENTADORES DO BOLO INTESTINAL	.3.12.2.6.1.3	82.232	3	a
FITO ESSENCIA	FITO	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	82.083	1	a
INTERCRON	NEXTER INR	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	82.069	1	a
NOVOLAB	CALCIO MDK NVL	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	81.404	1	a
CATARINENSE PHARMA	COMPLEVIT CAT	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	81.345	1	a
PREVENT PHARMA	BIOENERGIN	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	81.135	1	a
OUTRO FABRICANTE	SUPRANUTRI	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	80.053	1	a
DIMED	DIMED DIM	NAO E MARCA PROPIA	A02X OUTROS PRODUTOS PARA DESORDENS DO ESTOMAGO	.3.12.2.2.4	A02X OUTROS PRODUTOS PARA DESORDENS DO ESTOMAGO	.3.12.2.2.4.1	79.777	1	a
MSD	JANUMET MSD	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	79.743	1	a
FORTLIFE	FORTLIFE	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	79.733	1	a
LINHO LEV	LINHOLEV LIL	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	79.446	1	a
ECOFITUS	OSSODEX ECF	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	79.046	2	a
MFF RUETTE	PURA FIBRA	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A3 INCREMENTADORES DO BOLO INTESTINAL	.3.12.2.6.1.3	77.120	3	a
BIONATUS	FONT B12	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	76.816	1	a
PROWIN	PROWIN PWN	NAO E MARCA PROPIA	A11B POLIVITAMINICOS PUROS	.3.12.2.11.2	A11B4 OUTROS POLIVITAMINICOS PUROS	.3.12.2.11.2.4	76.636	1	a
VITAFOR	VITAFOR	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	76.439	1	a
SIN PROVEEDOR ASOCIADO	Por Defecto	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	75.674	5	a
VIDORA	OSSOPLEN VDO	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	75.488	2	a
HEALTH LABS	HEALTH LABS	NAO E MARCA PROPIA	A11D VITAMINA B1 E ASSOCIACOES	.3.12.2.11.4	A11D4 VITAMINA B1 ASSOC VIT B6 OU B12	.3.12.2.11.4.2	73.627	2	a
EMS PHARMA	DOMPLIV EMS	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	73.020	2	a
REDE MASTERFARMA	MASTERFORCE PRO	MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	72.452	1	a
LAPON	OLEODERICINO LAP	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	72.036	1	a
PAGUE MENOS	PAGUE MENOS	MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	71.881	1	a
NATURELIFE	CALCIOVITAL D3	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	71.692	1	a
VITAFOR	AMINOVITA	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	71.261	1	a
SIN PROVEEDOR ASOCIADO	CALCIO D3 FNT	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	71.029	1	a
OUTRO FABRICANTE	SOS VITTA	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	70.542	1	a
ULTRAFARMA	SIDNEY OLIVEIRA ULT	MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	70.525	1	a
HEALTH LABS	HEALTH LABS	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	70.388	1	a
