EST_MER_6;MARCA;FABRICANTE
A11F VITAMINAS B12 PURA;WOD NUTRITION;OUTRO FABRICANTE
R05C EXPECTORANTES;XAROPE DA VOVO;OUTRO FABRICANTE
G04E PRODUTOS PARA DISFUNCAO ERETIL;YOMAX;OUTRO FABRICANTE
A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS;ZANTHO NUTRITION;OUTRO FABRICANTE
A12A CALCIO;ZANTHO NUTRITION;OUTRO FABRICANTE
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;ZOMIX;OUTRO FABRICANTE
M01A ANTI REUMATICOS SEM ESTEROIDES;ALGINAC P&G;P&G
A11D VITAMINA B1 E ASSOCIACOES;CITONEURIN P&G;P&G
M01B ANTI REUMATICOS ASSOCIADOS COM CORTICOSTEROIDES;DEXA CITONEURIN NFF P&G;P&G
M01B ANTI REUMATICOS ASSOCIADOS COM CORTICOSTEROIDES;DEXACITONEURIN P&G;P&G
A06A DROGAS PARA A CONSTIPACAO;METAMUCIL P&G;P&G
N05B HIPNOTICOS SEDATIVOS;SONOZZZ P&G;P&G
R02A PREPARACOES PARA GARGANTA;VICK;P&G
N02B NAO NARCOTICOS ANTIPIRETICOS;VICK P&G;P&G
R01A PREPARACOES NASAIS TOPICAS;VICK P&G;P&G
R02A PREPARACOES PARA GARGANTA;VICK P&G;P&G
R04A UNGUENTOS PERCUTANEOS E OUTROS INALANTES;VICK P&G;P&G
R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS;VICK P&G;P&G
R05C EXPECTORANTES;VICK P&G;P&G
R05D ANTITUSSIGENOS;VICK P&G;P&G
D02A EMOLIENTES E PROTETORES;AMORAVEL;PAGUE MENOS
R04A UNGUENTOS PERCUTANEOS E OUTROS INALANTES;AMORAVEL;PAGUE MENOS
R04A UNGUENTOS PERCUTANEOS E OUTROS INALANTES;AMORAVEL PAG;PAGUE MENOS
A07G REPOSITORES ELECTROLITICOS ORAIS;ATIVDAY;PAGUE MENOS
A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS;ATIVDAY;PAGUE MENOS
A12C OUTROS SUPLEMENTOS MINERAIS;ATIVDAY;PAGUE MENOS
H04X OUTRAS HORMONIOS E PREPARACAO COM ACOES SIMILARES;ATIVDAY;PAGUE MENOS
R05C EXPECTORANTES;ATIVDAY;PAGUE MENOS
A02A ANTIACIDOS ANTIFISETICOS;BE BETTER;PAGUE MENOS
A06A DROGAS PARA A CONSTIPACAO;BE BETTER;PAGUE MENOS
A07F MICROORGANISMOS ANTIDIARREICOS;BE BETTER;PAGUE MENOS
A09A DIGESTIVOS INCLUIDO ENZIMAS;BE BETTER;PAGUE MENOS
A10C INSULINAS HUMANAS E ANALOGAS;BE BETTER;PAGUE MENOS
A11D VITAMINA B1 E ASSOCIACOES;BE BETTER;PAGUE MENOS
A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS;BE BETTER;PAGUE MENOS
R01A PREPARACOES NASAIS TOPICAS;BE BETTER;PAGUE MENOS
R01B DESCONGESTIONANTES NASAIS SISTEMICOS;BE BETTER;PAGUE MENOS
R05C EXPECTORANTES;BE BETTER;PAGUE MENOS
D08A ANTISSEPTICOS E DESINFETANTES EXCL CURATIVOS MEDIC;DAUF;PAGUE MENOS
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;DAUF;PAGUE MENOS
R02A PREPARACOES PARA GARGANTA;DAUF;PAGUE MENOS
R04A UNGUENTOS PERCUTANEOS E OUTROS INALANTES;DAUF;PAGUE MENOS
R05B ANTIGRIPAIS C ANTIINFECCIOSOS;DAUF;PAGUE MENOS
A06A DROGAS PARA A CONSTIPACAO;DAUF PAG;PAGUE MENOS
A07F MICROORGANISMOS ANTIDIARREICOS;DAUF PAG;PAGUE MENOS
D03A AGENTES CURATIVOS FERIDAS;DAUF PAG;PAGUE MENOS
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;DAUF PAG;PAGUE MENOS
R02A PREPARACOES PARA GARGANTA;DAUF PAG;PAGUE MENOS
R04A UNGUENTOS PERCUTANEOS E OUTROS INALANTES;DAUF PAG;PAGUE MENOS
R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS;DAUF PAG;PAGUE MENOS
A06A DROGAS PARA A CONSTIPACAO;LACTULOSE NTX;PAGUE MENOS
A02A ANTIACIDOS ANTIFISETICOS;PAGUE MENOS;PAGUE MENOS
A10C INSULINAS HUMANAS E ANALOGAS;PAGUE MENOS;PAGUE MENOS
A12A CALCIO;PAGUE MENOS;PAGUE MENOS
A12C OUTROS SUPLEMENTOS MINERAIS;PAGUE MENOS;PAGUE MENOS
R01A PREPARACOES NASAIS TOPICAS;PAGUE MENOS;PAGUE MENOS
H04X OUTRAS HORMONIOS E PREPARACAO COM ACOES SIMILARES;POWER VITA PAG;PAGUE MENOS
A07G REPOSITORES ELECTROLITICOS ORAIS;REIDRABETTER;PAGUE MENOS
A02A ANTIACIDOS ANTIFISETICOS;SEMEBETTER PAG;PAGUE MENOS
A02A ANTIACIDOS ANTIFISETICOS;SIMEBETTER;PAGUE MENOS
A02A ANTIACIDOS ANTIFISETICOS;SIMETICONA;PAGUE MENOS
N05C TRANQUILIZANTES;LORAZEPAM GER;PANVEL
A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS;PENSEVITA;PENSE FARMA
A12A CALCIO;PENSEVITA;PENSE FARMA
R05C EXPECTORANTES;PERFEITA ALQUIMIA NATURAL;PERFEITA ALQUIMIA PROD. NAT. LTDA.
A12A CALCIO;ENERGIN;PERMANENTE
A06A DROGAS PARA A CONSTIPACAO;ABRYSVO PFI;PFIZER
J07E VACINAS VIRAIS;ABRYSVO PFI;PFIZER
C03A DIURETICOS;ALDACTONE PFI;PFIZER
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;ALDACTONE PFI;PFIZER
C03A DIURETICOS;ALDAZIDA PFI;PFIZER
L02B ANTAGONISTAS DE HORMONIOS CITOSTATICOS;AROMASIN PFI;PFIZER
N07D PRODUTOS ANTI ALZHEIMER;ARTANE PFI;PFIZER
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;BOSULIF PFI;PFIZER
A12A CALCIO;CALTRATE D PFI;PFIZER
D05X OUTROS PRODUTOS N/CORTICOIDES P DISTURB INFLAM;CIBINQO PFI;PFIZER
N02A ANALGESICOS NARCOTICOS;CLOR DE TRAMADOL PFI;PFIZER
J01F MACROLIDEOS E SIMILARES;DALACIN PFI;PFIZER
J01G FLUOROQUINOLONAS;DALACIN PFI;PFIZER
H02A CORTICOSTEROIDES PUROS;DEPO MEDROL PFI;PFIZER
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DEPO PROVERA PFI;PFIZER
N06A A DEPRESSIVOS E REGUL DE HUMOR;DESVENLAFAXINA PFI;PFIZER
G02D INIBIDORES DA PROLACTINA;DOSTINEX PFI;PFIZER
J01G FLUOROQUINOLONAS;ECP PFI;PFIZER
N06A A DEPRESSIVOS E REGUL DE HUMOR;EFEXOR XR PFI;PFIZER
B01A ANTICOAGULANTES NAO INJETAVEIS;ELIQUIS PFI;PFIZER
B01F INIBIDOR DIRETO DO FATOR XA;ELIQUIS PFI;PFIZER
L04B MEDICAMENTOS ANTI TNF;ENBREL PFI;PFIZER
N07D PRODUTOS ANTI ALZHEIMER;ERANZ PFI;PFIZER
M01A ANTI REUMATICOS SEM ESTEROIDES;FELDENE PFI;PFIZER
H04C HORMONIOS DO CRESCIMENTO;GENOTROPIN PFI;PFIZER
N05A ANTIPSICOTICOS;GEODON PFI;PFIZER
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;GESTODENO PFI;PFIZER
S01K PRODUTOS PARA OLHO SECO;HYLO PFI;PFIZER
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;IBRANCE PFI;PFIZER
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;INLYTA PFI;PFIZER
P01A AMEBICIDAS;KITNOS PFI;PFIZER
L04X OUTROS IMUNOSSUPRESORES;LITFULO PFI;PFIZER
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;LORBRENA PFI;PFIZER
A02A ANTIACIDOS ANTIFISETICOS;MAGNESIA BISURADA PFI;PFIZER
R03A AGONISTAS BETA 2;MARAX PFI;PFIZER
J07D VACINAS BACTERIANAS;NIMENRIX PFI;PFIZER
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;NORDETTE PFI;PFIZER
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;OLMETEC PFI;PFIZER
C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS;OLMETEC PFI;PFIZER
C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS;OLMETECANLO PFI;PFIZER
J05B OUTROS ANTIVIRAIS;PAXLOVID PFI;PFIZER
A10H SULFONILOUREIA A DIABETICOS;PFIZER;PFIZER
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;PFIZER;PFIZER
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;PFIZER;PFIZER
D07A CORTICOIDES TOPICOS PUROS;PFIZER;PFIZER
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;PFIZER;PFIZER
G04E PRODUTOS PARA DISFUNCAO ERETIL;PFIZER;PFIZER
H02A CORTICOSTEROIDES PUROS;PFIZER;PFIZER
H04C HORMONIOS DO CRESCIMENTO;PFIZER;PFIZER
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;PFIZER;PFIZER
J05B OUTROS ANTIVIRAIS;PFIZER;PFIZER
J07E VACINAS VIRAIS;PFIZER;PFIZER
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;PFIZER;PFIZER
M01A ANTI REUMATICOS SEM ESTEROIDES;PFIZER;PFIZER
N03A ANTICONVULSIVANTES;PFIZER;PFIZER
N05A ANTIPSICOTICOS;PFIZER;PFIZER
N05B HIPNOTICOS SEDATIVOS;PFIZER;PFIZER
N05C TRANQUILIZANTES;PFIZER;PFIZER
N06A A DEPRESSIVOS E REGUL DE HUMOR;PFIZER;PFIZER
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;PFIZER;PFIZER
S01K PRODUTOS PARA OLHO SECO;PFIZER;PFIZER
S01X OUTROS OFTALMOLOGICOS;PFIZER;PFIZER
M01A ANTI REUMATICOS SEM ESTEROIDES;PONSTAN PFI;PFIZER
J07D VACINAS BACTERIANAS;PREVENAR 13 PFI;PFIZER
J07D VACINAS BACTERIANAS;PREVENAR PFI;PFIZER
N06A A DEPRESSIVOS E REGUL DE HUMOR;PRISTIQ PFI;PFIZER
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;PROVERA PFI;PFIZER
G03D PROGESTOGENOS E ASSOCIACOES EXCLUINDO G3A G3F;PROVERA PFI;PFIZER
L04X OUTROS IMUNOSSUPRESORES;RAPAMUNE PFI;PFIZER
L01G ANTICORPOS MONOCLONAIS ANTINEOPLASICOS;RUXIENCE PFI;PFIZER
G04E PRODUTOS PARA DISFUNCAO ERETIL;SILDENAFILA PFI;PFIZER
H01C HORMONIOS HIPOTALAMICAS;SOMAVERT PFI;PFIZER
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;SUTENT PFI;PFIZER
J01A TETRACICLINAS E ASSOCIACOES;VIBRAMICINA PFI;PFIZER
N07X TODAS OUTRAS DROGAS PARA SNC;VYNDAQEL PFI;PFIZER
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;XALACOM PFI;PFIZER
S01K PRODUTOS PARA OLHO SECO;XALACOM PFI;PFIZER
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;XALATAN PFI;PFIZER
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;XALKORI PFI;PFIZER
L04D INIBIDORES DE JAK;XELJANZ PFI;PFIZER
L04B MEDICAMENTOS ANTI TNF;XILFYA PFI;PFIZER
J01F MACROLIDEOS E SIMILARES;ZITROMAX PFI;PFIZER
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;ZOLTEC PFI;PFIZER
J05B OUTROS ANTIVIRAIS;ACICLOVIR PHA;PHARLAB
S01D AGENTES ANTIVIROTICOS;ACICLOVIR PHA;PHARLAB
N02B NAO NARCOTICOS ANTIPIRETICOS;ADLYV PHA;PHARLAB
R05C EXPECTORANTES;AGIIXPEC PHA;PHARLAB
R05C EXPECTORANTES;AGIL CISTEIN PHA;PHARLAB
M01A ANTI REUMATICOS SEM ESTEROIDES;ARTRITEC PHA;PHARLAB
C07A AGENTES BETA BLOQUEADORES PUROS;ATENOLOL PHA;PHARLAB
J01F MACROLIDEOS E SIMILARES;AZITROMICINA PHA;PHARLAB
J01F MACROLIDEOS E SIMILARES;AZITROPHAR PHA;PHARLAB
C08A ANTAGONISTAS DO CALCIO PUROS;BESILATO DE ANLODIPINO PHA;PHARLAB
R05C EXPECTORANTES;BISOLPHAR PHA;PHARLAB
C07A AGENTES BETA BLOQUEADORES PUROS;BISOPROLOL PHA;PHARLAB
A03F GASTROPROCINETICOS;BROMOPRIDA PHA;PHARLAB
C09A INIBIDORES ACE PUROS;CAPTOPRIL PHA;PHARLAB
C09A INIBIDORES ACE PUROS;CAPTOSEN PHA;PHARLAB
M03B RELAXANTES MUSCULARES ACAO CENTRAL;CEDRILAX PHA;PHARLAB
J01D CEFALOSPORINAS;CEFALEXINA PHA;PHARLAB
D07B ASSOCIACOES DE CORTICOIDES;CETOCONAZOL BETAMETASONA NEOMICINA PHA;PHARLAB
D01A ANTIMICOTICOS DERMATOLOGICOS;CETOCONAZOL PHA;PHARLAB
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;CETOCONAZOL PHA;PHARLAB
D01A ANTIMICOTICOS DERMATOLOGICOS;CICLOPIROX OLAMINA PHA;PHARLAB
J01G FLUOROQUINOLONAS;CIPROFLONAX PHA;PHARLAB
J01F MACROLIDEOS E SIMILARES;CLARITROMICINA PHA;PHARLAB
N03A ANTICONVULSIVANTES;CLONAZEPAM PHA;PHARLAB
R05C EXPECTORANTES;CLOR DE BROMEXINA PHA;PHARLAB
J01G FLUOROQUINOLONAS;CLOR DE CIPROFLOXACINO PHA;PHARLAB
N07D PRODUTOS ANTI ALZHEIMER;CLOR DE DORZOLAMIDA PHA;PHARLAB
J01A TETRACICLINAS E ASSOCIACOES;CLOR DE DOXICICLINA PHA;PHARLAB
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE FLUOXETINA PHA;PHARLAB
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE HIDROXIZINA PHA;PHARLAB
A07H INIBIDORES DA MOTILIDADE;CLOR DE LOPERAMIDA PHA;PHARLAB
A10J BIGUANIDA A DIABETICOS;CLOR DE METFORMINA PHA;PHARLAB
A03F GASTROPROCINETICOS;CLOR DE METOCLOPRAMIDA PHA;PHARLAB
C07A AGENTES BETA BLOQUEADORES PUROS;CLOR DE NEBIVOLOL PHA;PHARLAB
A04A ANTIEMETICOS E ANTINAUSEOSOS;CLOR DE ONDANSETRONA PHA;PHARLAB
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE PAROXETINA PHA;PHARLAB
C07A AGENTES BETA BLOQUEADORES PUROS;CLOR DE PROPRANOLOL PHA;PHARLAB
R05C EXPECTORANTES;CLORIDRATO DE BROMEXINA PHA;PHARLAB
D07A CORTICOIDES TOPICOS PUROS;CORTIDEX PHA;PHARLAB
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;DECNAZOL PHA;PHARLAB
G01A TRICOMONICIDAS;DECNAZOL PHA;PHARLAB
D07A CORTICOIDES TOPICOS PUROS;DERMOVAT PHA;PHARLAB
R06A ANTIHISTAMINICOS SISTEMICOS;DESLORATADINA PHA;PHARLAB
N06A A DEPRESSIVOS E REGUL DE HUMOR;DESVENLAFAXINA PHA;PHARLAB
H02A CORTICOSTEROIDES PUROS;DEXAMETASONA PHA;PHARLAB
H02B ASSOCIACOES CORTICOSTEROIDES SISTEMICOS;DEXCLORFENIRAMINA BETAMETASONA PHA;PHARLAB
N05C TRANQUILIZANTES;DIAZEPAM PHA;PHARLAB
A10H SULFONILOUREIA A DIABETICOS;DICAZID PHA;PHARLAB
J01F MACROLIDEOS E SIMILARES;DICAZID PHA;PHARLAB
J01G FLUOROQUINOLONAS;DICAZID PHA;PHARLAB
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;DICLOFENACO PHA;PHARLAB
R06A ANTIHISTAMINICOS SISTEMICOS;DICLOR DE LEVOCETIRIZINA PHA;PHARLAB
C08A ANTAGONISTAS DO CALCIO PUROS;DICLOR DE MANIDIPINO PHA;PHARLAB
C01A GLICOSIDEOS CARDIACOS E ASSOCIACOES;DIGOXINA PHA;PHARLAB
J01A TETRACICLINAS E ASSOCIACOES;DOXICLIN PHA;PHARLAB
N02B NAO NARCOTICOS ANTIPIRETICOS;ELCODRIX PHA;PHARLAB
A02B ANTIULCEROSOS;ELPRAZOL PHA;PHARLAB
C09A INIBIDORES ACE PUROS;ENALAPRIL PHA;PHARLAB
C09A INIBIDORES ACE PUROS;ENAPLEX PHA;PHARLAB
N06A A DEPRESSIVOS E REGUL DE HUMOR;ESCITALOPRAM PHA;PHARLAB
A03D ASSOCIACOES COM ANALGESICOS;ESCOPEN PHA;PHARLAB
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;FARMAFLAN PHA;PHARLAB
M01A ANTI REUMATICOS SEM ESTEROIDES;FARMOXICAM PHA;PHARLAB
M03B RELAXANTES MUSCULARES ACAO CENTRAL;FENAFLEX PHA;PHARLAB
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;FLUCONAZOL PHA;PHARLAB
N06A A DEPRESSIVOS E REGUL DE HUMOR;FLUOXETINA PHA;PHARLAB
N02D PROD GABAPENTINOIDES;GABAPENTINA PHA;PHARLAB
N03A ANTICONVULSIVANTES;GARDENAL PHA;PHARLAB
A02A ANTIACIDOS ANTIFISETICOS;GASCOL PHA;PHARLAB
A10H SULFONILOUREIA A DIABETICOS;GLICAZIDA PHA;PHARLAB
A10H SULFONILOUREIA A DIABETICOS;GLICLAZIDA PHA;PHARLAB
C07A AGENTES BETA BLOQUEADORES PUROS;HEMIFUMARATO DE BISOPROLOL PHA;PHARLAB
D06D PRODUTOS PARA INFECOES VIRAIS;HERVIRAX PHA;PHARLAB
J05B OUTROS ANTIVIRAIS;HERVIRAX PHA;PHARLAB
S01D AGENTES ANTIVIROTICOS;HERVIRAX PHA;PHARLAB
J01A TETRACICLINAS E ASSOCIACOES;HICLATO DE DOXICICLINA PHA;PHARLAB
C03A DIURETICOS;HIDROCLOROTIAZIDA PHA;PHARLAB
C03A DIURETICOS;HIDROLESS PHA;PHARLAB
M01A ANTI REUMATICOS SEM ESTEROIDES;IBUPROFENO PHA;PHARLAB
C03A DIURETICOS;INDAPAMIDA PHA;PHARLAB
R03K ANTICOLINERGICOS SIMPLES;IPRATROPIO PHA;PHARLAB
D01A ANTIMICOTICOS DERMATOLOGICOS;IZONAX PHA;PHARLAB
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;IZONAX PHA;PHARLAB
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;IZONAX PHA;PHARLAB
N01B ANESTESICOS LOCAIS EXCLUINDO DERMATOLOGICOS;LABCAINA PHA;PHARLAB
N01B ANESTESICOS LOCAIS EXCLUINDO DERMATOLOGICOS;LIDOCAINA PHA;PHARLAB
N06B PSICOESTIMULANTES;LISDEXANFETAMINA PHA;PHARLAB
A07H INIBIDORES DA MOTILIDADE;LOPERAMIDA PHA;PHARLAB
A07H INIBIDORES DA MOTILIDADE;LOPERAMIDA PLA;PHARLAB
R06A ANTIHISTAMINICOS SISTEMICOS;LORATADINA PHA;PHARLAB
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;LOSARTANA PHA;PHARLAB
M01A ANTI REUMATICOS SEM ESTEROIDES;MELOXICAM PHA;PHARLAB
G01B ANTIMICOTICOS GINECOLOGICOS;MICONASTIN PHA;PHARLAB
N06A A DEPRESSIVOS E REGUL DE HUMOR;MIRTAZAPINA PHA;PHARLAB
J01E ASSOCIACOES DE TRIMETOPRIM E SIMILARES;NEBACTRINA PHA;PHARLAB
P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS;NITAZOXANIDA PHA;PHARLAB
A02B ANTIULCEROSOS;OMEPRAZOL PHA;PHARLAB
A04A ANTIEMETICOS E ANTINAUSEOSOS;ONADYV PHA;PHARLAB
N06A A DEPRESSIVOS E REGUL DE HUMOR;OXALATO DE ESCITALOPRAM PHA;PHARLAB
A02B ANTIULCEROSOS;PANTOPRAZOL PHA;PHARLAB
N02B NAO NARCOTICOS ANTIPIRETICOS;PARACETAMOL PHA;PHARLAB
N02A ANALGESICOS NARCOTICOS;PARAFLAN PHA;PHARLAB
A02A ANTIACIDOS ANTIFISETICOS;PHARLAB;PHARLAB
A03A ANTIESPASMODICOS E ANTICOLINERGICOS PUROS;PHARLAB;PHARLAB
A10H SULFONILOUREIA A DIABETICOS;PHARLAB;PHARLAB
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;PHARLAB;PHARLAB
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;PHARLAB;PHARLAB
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;PITAVASTATINA PHA;PHARLAB
N02D PROD GABAPENTINOIDES;PREGABALINA PHA;PHARLAB
B01F INIBIDOR DIRETO DO FATOR XA;RIVAROXABANA PHA;PHARLAB
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;ROSUVASTATINA CALCICA PHA;PHARLAB
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;SECNIDAZOL PHA;PHARLAB
G01A TRICOMONICIDAS;SECNIDAZOL PHA;PHARLAB
J05B OUTROS ANTIVIRAIS;SECNIDAZOL PHA;PHARLAB
N05A ANTIPSICOTICOS;SEROQUEL PHA;PHARLAB
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;SINSTIPHAR;PHARLAB
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;SINVASTATINA PHA;PHARLAB
N06A A DEPRESSIVOS E REGUL DE HUMOR;SUCCINATO DE DESVENLAFAXINA PHA;PHARLAB
C07A AGENTES BETA BLOQUEADORES PUROS;SUCCINATO DE METOPROLOL PHA;PHARLAB
D06A ANTIBACTERIANOS TOPICOS;SUL DE NEOMICINA BACITRACINA PHA;PHARLAB
G04E PRODUTOS PARA DISFUNCAO ERETIL;TADALAFILA PHA;PHARLAB
D07B ASSOCIACOES DE CORTICOIDES;TRICORTID PHA;PHARLAB
N05A ANTIPSICOTICOS;URBANIL PHA;PHARLAB
D07A CORTICOIDES TOPICOS PUROS;VAL DE BETAMETASONA PHA;PHARLAB
C01D TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CALCIO;VAZIDIN PHA;PHARLAB
A10N INIBIDOR DPP IV;VILDAGLIPTINA PHA;PHARLAB
M01A ANTI REUMATICOS SEM ESTEROIDES;VOLFLANIL PHA;PHARLAB
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;PHARMAKOS;PHARMAKOS D AMAZONIA
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;PHARMAKOS D AMAZONIA;PHARMAKOS D AMAZONIA
R05B ANTIGRIPAIS C ANTIINFECCIOSOS;PHARMAKOS D AMAZONIA;PHARMAKOS D AMAZONIA
R03A AGONISTAS BETA 2;AEROFRIN PHC;PHARMASCIENCE
P03A ECTOPARASITICIDAS INCL ESCAB;BENZODERM;PHARMASCIENCE
P03A ECTOPARASITICIDAS INCL ESCAB;BENZODERM PHC;PHARMASCIENCE
A07H INIBIDORES DA MOTILIDADE;CLOR DE LOPERAMIDA PHC;PHARMASCIENCE
M03B RELAXANTES MUSCULARES ACAO CENTRAL;DORAFLEX PHC;PHARMASCIENCE
M03B RELAXANTES MUSCULARES ACAO CENTRAL;DORALFLEX PHC;PHARMASCIENCE
M03B RELAXANTES MUSCULARES ACAO CENTRAL;DORTRI PHC;PHARMASCIENCE
M03B RELAXANTES MUSCULARES ACAO CENTRAL;DORTRIRELAX PHC;PHARMASCIENCE
A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES;ENJOY PHC;PHARMASCIENCE
N02B NAO NARCOTICOS ANTIPIRETICOS;ENJOY PHC;PHARMASCIENCE
R06A ANTIHISTAMINICOS SISTEMICOS;ENJOY PHC;PHARMASCIENCE
J01G FLUOROQUINOLONAS;FOSFOMICINA PHC;PHARMASCIENCE
G04A ANTISSEPTICOS E ANTINFECCIOSOS URINARIOS;FOSFOMICINA TROMETAMOL PHC;PHARMASCIENCE
G04A ANTISSEPTICOS E ANTINFECCIOSOS URINARIOS;FOSMORYL PHC;PHARMASCIENCE
A02A ANTIACIDOS ANTIFISETICOS;GASTROFTAL PHC;PHARMASCIENCE
A07H INIBIDORES DA MOTILIDADE;KAOSEC PHC;PHARMASCIENCE
N02C CONTRA ENXAQUECA;NEOSALDOR;PHARMASCIENCE
A07H INIBIDORES DA MOTILIDADE;PHARMASCIENCE;PHARMASCIENCE
A07G REPOSITORES ELECTROLITICOS ORAIS;POLYDRAT;PHARMASCIENCE
A07G REPOSITORES ELECTROLITICOS ORAIS;POLYDRAT PHC;PHARMASCIENCE
N05B HIPNOTICOS SEDATIVOS;PRASILENCE PHC;PHARMASCIENCE
R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS;RESFEDRYL PHC;PHARMASCIENCE
R01A PREPARACOES NASAIS TOPICAS;SORINAN PHC;PHARMASCIENCE
G02X OTROS PRODUTOS GINECOLOGICOS;SOYNATI PHC;PHARMASCIENCE
R02A PREPARACOES PARA GARGANTA;PHITOMEL;PHITOMEL
R05B ANTIGRIPAIS C ANTIINFECCIOSOS;PROPOLIS PHY;PHYTONATUS
A10S AGONISTAS GLP 1;PIAVE;PIAVE COSMETICS
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;MIL DORES PIW;PIERRY WERMAN
R02A PREPARACOES PARA GARGANTA;PIMEL;PIMEL
L01X OUTROS ANTINEOPLASICOS;BELEODAQ;PINT PHARMA
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;ICLUSIG PIN;PINT PHARMA
A12C OUTROS SUPLEMENTOS MINERAIS;PONTO DAS ERVAS;PONTO DAS ERVAS
A07G REPOSITORES ELECTROLITICOS ORAIS;JUNGLE;POSITIVE COMPANY
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;PRAIAMAR PRA;PRAIAMAR
G04E PRODUTOS PARA DISFUNCAO ERETIL;PRAIAMAR PRA;PRAIAMAR
R05C EXPECTORANTES;ACETILCISTEINA PRD;PRATI DONADUZZI
D06D PRODUTOS PARA INFECOES VIRAIS;ACICLOVIR PRD;PRATI DONADUZZI
J05B OUTROS ANTIVIRAIS;ACICLOVIR PRD;PRATI DONADUZZI
P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS;ALBEND PRD;PRATI DONADUZZI
P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS;ALBENDAZOL PRD;PRATI DONADUZZI
M04A ANTIGOTOSOS;ALOPURINOL PRD;PRATI DONADUZZI
R05C EXPECTORANTES;AMBROXOL PRD;PRATI DONADUZZI
